,map,time,hour,weekday,week,timegroup,timegroupstr,date,inflow_counts,outflow_counts,loop_counts
51,2019-01-03 03,2019-01-03 03:00:00,3,Thursday,1,2,12am - 4am,2019-01-03,18.0,64.0,1.0
52,2019-01-03 04,2019-01-03 04:00:00,4,Thursday,1,0,daytime,2019-01-03,13.0,51.0,1.0
53,2019-01-03 05,2019-01-03 05:00:00,5,Thursday,1,0,daytime,2019-01-03,17.0,59.0,1.0
54,2019-01-03 06,2019-01-03 06:00:00,6,Thursday,1,0,daytime,2019-01-03,39.0,72.0,1.0
55,2019-01-03 07,2019-01-03 07:00:00,7,Thursday,1,0,daytime,2019-01-03,53.0,110.0,0.0
56,2019-01-03 08,2019-01-03 08:00:00,8,Thursday,1,0,daytime,2019-01-03,93.0,155.0,0.0
57,2019-01-03 09,2019-01-03 09:00:00,9,Thursday,1,0,daytime,2019-01-03,93.0,191.0,1.0
58,2019-01-03 10,2019-01-03 10:00:00,10,Thursday,1,0,daytime,2019-01-03,105.0,139.0,1.0
59,2019-01-03 11,2019-01-03 11:00:00,11,Thursday,1,0,daytime,2019-01-03,123.0,128.0,3.0
60,2019-01-03 12,2019-01-03 12:00:00,12,Thursday,1,0,daytime,2019-01-03,137.0,169.0,1.0
61,2019-01-03 13,2019-01-03 13:00:00,13,Thursday,1,0,daytime,2019-01-03,130.0,146.0,0.0
62,2019-01-03 14,2019-01-03 14:00:00,14,Thursday,1,0,daytime,2019-01-03,145.0,163.0,2.0
63,2019-01-03 15,2019-01-03 15:00:00,15,Thursday,1,0,daytime,2019-01-03,158.0,144.0,3.0
64,2019-01-03 16,2019-01-03 16:00:00,16,Thursday,1,0,daytime,2019-01-03,161.0,169.0,1.0
65,2019-01-03 17,2019-01-03 17:00:00,17,Thursday,1,0,daytime,2019-01-03,224.0,182.0,4.0
66,2019-01-03 18,2019-01-03 18:00:00,18,Thursday,1,0,daytime,2019-01-03,349.0,290.0,3.0
67,2019-01-03 19,2019-01-03 19:00:00,19,Thursday,1,0,daytime,2019-01-03,339.0,280.0,4.0
68,2019-01-03 20,2019-01-03 20:00:00,20,Thursday,1,1,8pm - 12am,2019-01-03,350.0,249.0,2.0
69,2019-01-03 21,2019-01-03 21:00:00,21,Thursday,1,1,8pm - 12am,2019-01-03,315.0,315.0,5.0
70,2019-01-03 22,2019-01-03 22:00:00,22,Thursday,1,1,8pm - 12am,2019-01-03,235.0,347.0,5.0
71,2019-01-03 23,2019-01-03 23:00:00,23,Thursday,1,1,8pm - 12am,2019-01-03,224.0,334.0,5.0
72,2019-01-04 00,2019-01-04 00:00:00,0,Friday,1,2,12am - 4am,2019-01-04,172.0,308.0,5.0
73,2019-01-04 01,2019-01-04 01:00:00,1,Friday,1,2,12am - 4am,2019-01-04,90.0,202.0,3.0
74,2019-01-04 02,2019-01-04 02:00:00,2,Friday,1,2,12am - 4am,2019-01-04,56.0,168.0,3.0
75,2019-01-04 03,2019-01-04 03:00:00,3,Friday,1,2,12am - 4am,2019-01-04,19.0,102.0,2.0
76,2019-01-04 04,2019-01-04 04:00:00,4,Friday,1,0,daytime,2019-01-04,17.0,60.0,0.0
77,2019-01-04 05,2019-01-04 05:00:00,5,Friday,1,0,daytime,2019-01-04,23.0,50.0,1.0
78,2019-01-04 06,2019-01-04 06:00:00,6,Friday,1,0,daytime,2019-01-04,33.0,80.0,0.0
79,2019-01-04 07,2019-01-04 07:00:00,7,Friday,1,0,daytime,2019-01-04,46.0,129.0,0.0
80,2019-01-04 08,2019-01-04 08:00:00,8,Friday,1,0,daytime,2019-01-04,68.0,164.0,0.0
81,2019-01-04 09,2019-01-04 09:00:00,9,Friday,1,0,daytime,2019-01-04,107.0,213.0,1.0
82,2019-01-04 10,2019-01-04 10:00:00,10,Friday,1,0,daytime,2019-01-04,120.0,144.0,0.0
83,2019-01-04 11,2019-01-04 11:00:00,11,Friday,1,0,daytime,2019-01-04,120.0,145.0,3.0
84,2019-01-04 12,2019-01-04 12:00:00,12,Friday,1,0,daytime,2019-01-04,160.0,118.0,1.0
85,2019-01-04 13,2019-01-04 13:00:00,13,Friday,1,0,daytime,2019-01-04,166.0,144.0,2.0
86,2019-01-04 14,2019-01-04 14:00:00,14,Friday,1,0,daytime,2019-01-04,175.0,158.0,3.0
87,2019-01-04 15,2019-01-04 15:00:00,15,Friday,1,0,daytime,2019-01-04,156.0,168.0,2.0
88,2019-01-04 16,2019-01-04 16:00:00,16,Friday,1,0,daytime,2019-01-04,188.0,157.0,2.0
89,2019-01-04 17,2019-01-04 17:00:00,17,Friday,1,0,daytime,2019-01-04,271.0,211.0,2.0
90,2019-01-04 18,2019-01-04 18:00:00,18,Friday,1,0,daytime,2019-01-04,446.0,265.0,4.0
91,2019-01-04 19,2019-01-04 19:00:00,19,Friday,1,0,daytime,2019-01-04,569.0,362.0,6.0
92,2019-01-04 20,2019-01-04 20:00:00,20,Friday,1,1,8pm - 12am,2019-01-04,642.0,385.0,8.0
93,2019-01-04 21,2019-01-04 21:00:00,21,Friday,1,1,8pm - 12am,2019-01-04,549.0,434.0,5.0
94,2019-01-04 22,2019-01-04 22:00:00,22,Friday,1,1,8pm - 12am,2019-01-04,559.0,678.0,6.0
95,2019-01-04 23,2019-01-04 23:00:00,23,Friday,1,1,8pm - 12am,2019-01-04,791.0,700.0,10.0
96,2019-01-05 00,2019-01-05 00:00:00,0,Saturday,1,2,12am - 4am,2019-01-05,701.0,897.0,9.0
97,2019-01-05 01,2019-01-05 01:00:00,1,Saturday,1,2,12am - 4am,2019-01-05,489.0,1019.0,27.0
98,2019-01-05 02,2019-01-05 02:00:00,2,Saturday,1,2,12am - 4am,2019-01-05,233.0,992.0,33.0
99,2019-01-05 03,2019-01-05 03:00:00,3,Saturday,1,2,12am - 4am,2019-01-05,91.0,550.0,8.0
100,2019-01-05 04,2019-01-05 04:00:00,4,Saturday,1,0,daytime,2019-01-05,51.0,274.0,1.0
101,2019-01-05 05,2019-01-05 05:00:00,5,Saturday,1,0,daytime,2019-01-05,28.0,82.0,2.0
102,2019-01-05 06,2019-01-05 06:00:00,6,Saturday,1,0,daytime,2019-01-05,45.0,79.0,1.0
103,2019-01-05 07,2019-01-05 07:00:00,7,Saturday,1,0,daytime,2019-01-05,65.0,71.0,0.0
104,2019-01-05 08,2019-01-05 08:00:00,8,Saturday,1,0,daytime,2019-01-05,129.0,115.0,0.0
105,2019-01-05 09,2019-01-05 09:00:00,9,Saturday,1,0,daytime,2019-01-05,206.0,179.0,2.0
106,2019-01-05 10,2019-01-05 10:00:00,10,Saturday,1,0,daytime,2019-01-05,270.0,219.0,4.0
107,2019-01-05 11,2019-01-05 11:00:00,11,Saturday,1,0,daytime,2019-01-05,343.0,276.0,6.0
108,2019-01-05 12,2019-01-05 12:00:00,12,Saturday,1,0,daytime,2019-01-05,419.0,352.0,6.0
109,2019-01-05 13,2019-01-05 13:00:00,13,Saturday,1,0,daytime,2019-01-05,447.0,319.0,6.0
110,2019-01-05 14,2019-01-05 14:00:00,14,Saturday,1,0,daytime,2019-01-05,395.0,346.0,1.0
111,2019-01-05 15,2019-01-05 15:00:00,15,Saturday,1,0,daytime,2019-01-05,452.0,452.0,11.0
112,2019-01-05 16,2019-01-05 16:00:00,16,Saturday,1,0,daytime,2019-01-05,431.0,495.0,9.0
113,2019-01-05 17,2019-01-05 17:00:00,17,Saturday,1,0,daytime,2019-01-05,587.0,493.0,9.0
114,2019-01-05 18,2019-01-05 18:00:00,18,Saturday,1,0,daytime,2019-01-05,653.0,497.0,10.0
115,2019-01-05 19,2019-01-05 19:00:00,19,Saturday,1,0,daytime,2019-01-05,850.0,575.0,12.0
116,2019-01-05 20,2019-01-05 20:00:00,20,Saturday,1,1,8pm - 12am,2019-01-05,858.0,501.0,9.0
117,2019-01-05 21,2019-01-05 21:00:00,21,Saturday,1,1,8pm - 12am,2019-01-05,774.0,533.0,15.0
118,2019-01-05 22,2019-01-05 22:00:00,22,Saturday,1,1,8pm - 12am,2019-01-05,813.0,675.0,14.0
119,2019-01-05 23,2019-01-05 23:00:00,23,Saturday,1,1,8pm - 12am,2019-01-05,1050.0,893.0,22.0
120,2019-01-06 00,2019-01-06 00:00:00,0,Sunday,1,2,12am - 4am,2019-01-06,947.0,1086.0,21.0
121,2019-01-06 01,2019-01-06 01:00:00,1,Sunday,1,2,12am - 4am,2019-01-06,493.0,1174.0,24.0
122,2019-01-06 02,2019-01-06 02:00:00,2,Sunday,1,2,12am - 4am,2019-01-06,248.0,1263.0,14.0
123,2019-01-06 03,2019-01-06 03:00:00,3,Sunday,1,2,12am - 4am,2019-01-06,156.0,774.0,6.0
124,2019-01-06 04,2019-01-06 04:00:00,4,Sunday,1,0,daytime,2019-01-06,63.0,357.0,7.0
125,2019-01-06 05,2019-01-06 05:00:00,5,Sunday,1,0,daytime,2019-01-06,38.0,124.0,0.0
126,2019-01-06 06,2019-01-06 06:00:00,6,Sunday,1,0,daytime,2019-01-06,48.0,92.0,0.0
127,2019-01-06 07,2019-01-06 07:00:00,7,Sunday,1,0,daytime,2019-01-06,48.0,60.0,0.0
128,2019-01-06 08,2019-01-06 08:00:00,8,Sunday,1,0,daytime,2019-01-06,103.0,121.0,3.0
129,2019-01-06 09,2019-01-06 09:00:00,9,Sunday,1,0,daytime,2019-01-06,134.0,139.0,2.0
130,2019-01-06 10,2019-01-06 10:00:00,10,Sunday,1,0,daytime,2019-01-06,190.0,213.0,1.0
131,2019-01-06 11,2019-01-06 11:00:00,11,Sunday,1,0,daytime,2019-01-06,270.0,240.0,2.0
132,2019-01-06 12,2019-01-06 12:00:00,12,Sunday,1,0,daytime,2019-01-06,326.0,300.0,1.0
133,2019-01-06 13,2019-01-06 13:00:00,13,Sunday,1,0,daytime,2019-01-06,351.0,273.0,5.0
134,2019-01-06 14,2019-01-06 14:00:00,14,Sunday,1,0,daytime,2019-01-06,310.0,291.0,5.0
135,2019-01-06 15,2019-01-06 15:00:00,15,Sunday,1,0,daytime,2019-01-06,287.0,324.0,3.0
136,2019-01-06 16,2019-01-06 16:00:00,16,Sunday,1,0,daytime,2019-01-06,294.0,356.0,1.0
137,2019-01-06 17,2019-01-06 17:00:00,17,Sunday,1,0,daytime,2019-01-06,356.0,413.0,10.0
138,2019-01-06 18,2019-01-06 18:00:00,18,Sunday,1,0,daytime,2019-01-06,414.0,390.0,3.0
139,2019-01-06 19,2019-01-06 19:00:00,19,Sunday,1,0,daytime,2019-01-06,367.0,387.0,7.0
140,2019-01-06 20,2019-01-06 20:00:00,20,Sunday,1,1,8pm - 12am,2019-01-06,376.0,434.0,5.0
141,2019-01-06 21,2019-01-06 21:00:00,21,Sunday,1,1,8pm - 12am,2019-01-06,312.0,337.0,1.0
142,2019-01-06 22,2019-01-06 22:00:00,22,Sunday,1,1,8pm - 12am,2019-01-06,223.0,349.0,5.0
143,2019-01-06 23,2019-01-06 23:00:00,23,Sunday,1,1,8pm - 12am,2019-01-06,185.0,289.0,1.0
144,2019-01-07 00,2019-01-07 00:00:00,0,Monday,2,2,12am - 4am,2019-01-07,100.0,161.0,3.0
145,2019-01-07 01,2019-01-07 01:00:00,1,Monday,2,2,12am - 4am,2019-01-07,50.0,102.0,2.0
146,2019-01-07 02,2019-01-07 02:00:00,2,Monday,2,2,12am - 4am,2019-01-07,28.0,69.0,1.0
147,2019-01-07 03,2019-01-07 03:00:00,3,Monday,2,2,12am - 4am,2019-01-07,17.0,48.0,0.0
148,2019-01-07 04,2019-01-07 04:00:00,4,Monday,2,0,daytime,2019-01-07,16.0,44.0,1.0
149,2019-01-07 05,2019-01-07 05:00:00,5,Monday,2,0,daytime,2019-01-07,22.0,72.0,0.0
150,2019-01-07 06,2019-01-07 06:00:00,6,Monday,2,0,daytime,2019-01-07,36.0,93.0,0.0
151,2019-01-07 07,2019-01-07 07:00:00,7,Monday,2,0,daytime,2019-01-07,46.0,128.0,0.0
152,2019-01-07 08,2019-01-07 08:00:00,8,Monday,2,0,daytime,2019-01-07,86.0,202.0,1.0
153,2019-01-07 09,2019-01-07 09:00:00,9,Monday,2,0,daytime,2019-01-07,113.0,246.0,1.0
154,2019-01-07 10,2019-01-07 10:00:00,10,Monday,2,0,daytime,2019-01-07,108.0,137.0,1.0
155,2019-01-07 11,2019-01-07 11:00:00,11,Monday,2,0,daytime,2019-01-07,127.0,117.0,0.0
156,2019-01-07 12,2019-01-07 12:00:00,12,Monday,2,0,daytime,2019-01-07,137.0,149.0,1.0
157,2019-01-07 13,2019-01-07 13:00:00,13,Monday,2,0,daytime,2019-01-07,126.0,151.0,2.0
158,2019-01-07 14,2019-01-07 14:00:00,14,Monday,2,0,daytime,2019-01-07,127.0,158.0,4.0
159,2019-01-07 15,2019-01-07 15:00:00,15,Monday,2,0,daytime,2019-01-07,157.0,125.0,6.0
160,2019-01-07 16,2019-01-07 16:00:00,16,Monday,2,0,daytime,2019-01-07,172.0,163.0,5.0
161,2019-01-07 17,2019-01-07 17:00:00,17,Monday,2,0,daytime,2019-01-07,208.0,169.0,5.0
162,2019-01-07 18,2019-01-07 18:00:00,18,Monday,2,0,daytime,2019-01-07,336.0,249.0,3.0
163,2019-01-07 19,2019-01-07 19:00:00,19,Monday,2,0,daytime,2019-01-07,376.0,266.0,4.0
164,2019-01-07 20,2019-01-07 20:00:00,20,Monday,2,1,8pm - 12am,2019-01-07,295.0,264.0,1.0
165,2019-01-07 21,2019-01-07 21:00:00,21,Monday,2,1,8pm - 12am,2019-01-07,249.0,334.0,0.0
166,2019-01-07 22,2019-01-07 22:00:00,22,Monday,2,1,8pm - 12am,2019-01-07,213.0,349.0,2.0
167,2019-01-07 23,2019-01-07 23:00:00,23,Monday,2,1,8pm - 12am,2019-01-07,194.0,224.0,6.0
168,2019-01-08 00,2019-01-08 00:00:00,0,Tuesday,2,2,12am - 4am,2019-01-08,114.0,171.0,3.0
169,2019-01-08 01,2019-01-08 01:00:00,1,Tuesday,2,2,12am - 4am,2019-01-08,58.0,115.0,3.0
170,2019-01-08 02,2019-01-08 02:00:00,2,Tuesday,2,2,12am - 4am,2019-01-08,38.0,81.0,2.0
171,2019-01-08 03,2019-01-08 03:00:00,3,Tuesday,2,2,12am - 4am,2019-01-08,18.0,47.0,0.0
172,2019-01-08 04,2019-01-08 04:00:00,4,Tuesday,2,0,daytime,2019-01-08,17.0,54.0,1.0
173,2019-01-08 05,2019-01-08 05:00:00,5,Tuesday,2,0,daytime,2019-01-08,23.0,75.0,3.0
174,2019-01-08 06,2019-01-08 06:00:00,6,Tuesday,2,0,daytime,2019-01-08,41.0,90.0,0.0
175,2019-01-08 07,2019-01-08 07:00:00,7,Tuesday,2,0,daytime,2019-01-08,43.0,127.0,0.0
176,2019-01-08 08,2019-01-08 08:00:00,8,Tuesday,2,0,daytime,2019-01-08,74.0,176.0,0.0
177,2019-01-08 09,2019-01-08 09:00:00,9,Tuesday,2,0,daytime,2019-01-08,105.0,238.0,1.0
178,2019-01-08 10,2019-01-08 10:00:00,10,Tuesday,2,0,daytime,2019-01-08,103.0,154.0,1.0
179,2019-01-08 11,2019-01-08 11:00:00,11,Tuesday,2,0,daytime,2019-01-08,107.0,111.0,3.0
180,2019-01-08 12,2019-01-08 12:00:00,12,Tuesday,2,0,daytime,2019-01-08,116.0,130.0,3.0
181,2019-01-08 13,2019-01-08 13:00:00,13,Tuesday,2,0,daytime,2019-01-08,112.0,118.0,0.0
182,2019-01-08 14,2019-01-08 14:00:00,14,Tuesday,2,0,daytime,2019-01-08,115.0,118.0,1.0
183,2019-01-08 15,2019-01-08 15:00:00,15,Tuesday,2,0,daytime,2019-01-08,130.0,136.0,1.0
184,2019-01-08 16,2019-01-08 16:00:00,16,Tuesday,2,0,daytime,2019-01-08,154.0,135.0,0.0
185,2019-01-08 17,2019-01-08 17:00:00,17,Tuesday,2,0,daytime,2019-01-08,212.0,145.0,2.0
186,2019-01-08 18,2019-01-08 18:00:00,18,Tuesday,2,0,daytime,2019-01-08,298.0,227.0,4.0
187,2019-01-08 19,2019-01-08 19:00:00,19,Tuesday,2,0,daytime,2019-01-08,350.0,284.0,1.0
188,2019-01-08 20,2019-01-08 20:00:00,20,Tuesday,2,1,8pm - 12am,2019-01-08,314.0,301.0,7.0
189,2019-01-08 21,2019-01-08 21:00:00,21,Tuesday,2,1,8pm - 12am,2019-01-08,309.0,367.0,3.0
190,2019-01-08 22,2019-01-08 22:00:00,22,Tuesday,2,1,8pm - 12am,2019-01-08,241.0,320.0,4.0
191,2019-01-08 23,2019-01-08 23:00:00,23,Tuesday,2,1,8pm - 12am,2019-01-08,237.0,356.0,10.0
192,2019-01-09 00,2019-01-09 00:00:00,0,Wednesday,2,2,12am - 4am,2019-01-09,151.0,270.0,12.0
193,2019-01-09 01,2019-01-09 01:00:00,1,Wednesday,2,2,12am - 4am,2019-01-09,79.0,154.0,6.0
194,2019-01-09 02,2019-01-09 02:00:00,2,Wednesday,2,2,12am - 4am,2019-01-09,38.0,99.0,1.0
195,2019-01-09 03,2019-01-09 03:00:00,3,Wednesday,2,2,12am - 4am,2019-01-09,16.0,55.0,1.0
196,2019-01-09 04,2019-01-09 04:00:00,4,Wednesday,2,0,daytime,2019-01-09,13.0,73.0,0.0
197,2019-01-09 05,2019-01-09 05:00:00,5,Wednesday,2,0,daytime,2019-01-09,13.0,68.0,1.0
198,2019-01-09 06,2019-01-09 06:00:00,6,Wednesday,2,0,daytime,2019-01-09,39.0,109.0,0.0
199,2019-01-09 07,2019-01-09 07:00:00,7,Wednesday,2,0,daytime,2019-01-09,46.0,119.0,0.0
200,2019-01-09 08,2019-01-09 08:00:00,8,Wednesday,2,0,daytime,2019-01-09,85.0,184.0,0.0
201,2019-01-09 09,2019-01-09 09:00:00,9,Wednesday,2,0,daytime,2019-01-09,112.0,244.0,3.0
202,2019-01-09 10,2019-01-09 10:00:00,10,Wednesday,2,0,daytime,2019-01-09,111.0,148.0,2.0
203,2019-01-09 11,2019-01-09 11:00:00,11,Wednesday,2,0,daytime,2019-01-09,122.0,128.0,3.0
204,2019-01-09 12,2019-01-09 12:00:00,12,Wednesday,2,0,daytime,2019-01-09,113.0,158.0,1.0
205,2019-01-09 13,2019-01-09 13:00:00,13,Wednesday,2,0,daytime,2019-01-09,130.0,109.0,0.0
206,2019-01-09 14,2019-01-09 14:00:00,14,Wednesday,2,0,daytime,2019-01-09,127.0,129.0,1.0
207,2019-01-09 15,2019-01-09 15:00:00,15,Wednesday,2,0,daytime,2019-01-09,140.0,113.0,2.0
208,2019-01-09 16,2019-01-09 16:00:00,16,Wednesday,2,0,daytime,2019-01-09,156.0,138.0,4.0
209,2019-01-09 17,2019-01-09 17:00:00,17,Wednesday,2,0,daytime,2019-01-09,246.0,207.0,1.0
210,2019-01-09 18,2019-01-09 18:00:00,18,Wednesday,2,0,daytime,2019-01-09,374.0,234.0,4.0
211,2019-01-09 19,2019-01-09 19:00:00,19,Wednesday,2,0,daytime,2019-01-09,454.0,346.0,5.0
212,2019-01-09 20,2019-01-09 20:00:00,20,Wednesday,2,1,8pm - 12am,2019-01-09,392.0,422.0,7.0
213,2019-01-09 21,2019-01-09 21:00:00,21,Wednesday,2,1,8pm - 12am,2019-01-09,359.0,432.0,6.0
214,2019-01-09 22,2019-01-09 22:00:00,22,Wednesday,2,1,8pm - 12am,2019-01-09,327.0,459.0,5.0
215,2019-01-09 23,2019-01-09 23:00:00,23,Wednesday,2,1,8pm - 12am,2019-01-09,227.0,448.0,3.0
216,2019-01-10 00,2019-01-10 00:00:00,0,Thursday,2,2,12am - 4am,2019-01-10,134.0,281.0,1.0
217,2019-01-10 01,2019-01-10 01:00:00,1,Thursday,2,2,12am - 4am,2019-01-10,76.0,198.0,2.0
218,2019-01-10 02,2019-01-10 02:00:00,2,Thursday,2,2,12am - 4am,2019-01-10,48.0,113.0,3.0
219,2019-01-10 03,2019-01-10 03:00:00,3,Thursday,2,2,12am - 4am,2019-01-10,30.0,122.0,1.0
220,2019-01-10 04,2019-01-10 04:00:00,4,Thursday,2,0,daytime,2019-01-10,26.0,70.0,1.0
221,2019-01-10 05,2019-01-10 05:00:00,5,Thursday,2,0,daytime,2019-01-10,16.0,44.0,0.0
222,2019-01-10 06,2019-01-10 06:00:00,6,Thursday,2,0,daytime,2019-01-10,47.0,97.0,2.0
223,2019-01-10 07,2019-01-10 07:00:00,7,Thursday,2,0,daytime,2019-01-10,55.0,134.0,4.0
224,2019-01-10 08,2019-01-10 08:00:00,8,Thursday,2,0,daytime,2019-01-10,91.0,190.0,1.0
225,2019-01-10 09,2019-01-10 09:00:00,9,Thursday,2,0,daytime,2019-01-10,103.0,258.0,1.0
226,2019-01-10 10,2019-01-10 10:00:00,10,Thursday,2,0,daytime,2019-01-10,123.0,145.0,2.0
227,2019-01-10 11,2019-01-10 11:00:00,11,Thursday,2,0,daytime,2019-01-10,142.0,133.0,4.0
228,2019-01-10 12,2019-01-10 12:00:00,12,Thursday,2,0,daytime,2019-01-10,132.0,144.0,2.0
229,2019-01-10 13,2019-01-10 13:00:00,13,Thursday,2,0,daytime,2019-01-10,159.0,160.0,2.0
230,2019-01-10 14,2019-01-10 14:00:00,14,Thursday,2,0,daytime,2019-01-10,136.0,150.0,2.0
231,2019-01-10 15,2019-01-10 15:00:00,15,Thursday,2,0,daytime,2019-01-10,156.0,175.0,3.0
232,2019-01-10 16,2019-01-10 16:00:00,16,Thursday,2,0,daytime,2019-01-10,224.0,173.0,4.0
233,2019-01-10 17,2019-01-10 17:00:00,17,Thursday,2,0,daytime,2019-01-10,263.0,224.0,3.0
