,map,time,hour,weekday,week,timegroup,timegroupstr,date,inflow_counts,outflow_counts,loop_counts
31,2019-01-02 07,2019-01-02 07:00:00,7,Wednesday,1,0,daytime,2019-01-02,62.0,122.0,1.0
32,2019-01-02 08,2019-01-02 08:00:00,8,Wednesday,1,0,daytime,2019-01-02,91.0,152.0,6.0
33,2019-01-02 09,2019-01-02 09:00:00,9,Wednesday,1,0,daytime,2019-01-02,136.0,136.0,3.0
34,2019-01-02 10,2019-01-02 10:00:00,10,Wednesday,1,0,daytime,2019-01-02,111.0,108.0,7.0
35,2019-01-02 11,2019-01-02 11:00:00,11,Wednesday,1,0,daytime,2019-01-02,143.0,128.0,9.0
36,2019-01-02 12,2019-01-02 12:00:00,12,Wednesday,1,0,daytime,2019-01-02,135.0,140.0,3.0
37,2019-01-02 13,2019-01-02 13:00:00,13,Wednesday,1,0,daytime,2019-01-02,144.0,133.0,4.0
38,2019-01-02 14,2019-01-02 14:00:00,14,Wednesday,1,0,daytime,2019-01-02,152.0,154.0,5.0
39,2019-01-02 15,2019-01-02 15:00:00,15,Wednesday,1,0,daytime,2019-01-02,167.0,154.0,8.0
40,2019-01-02 16,2019-01-02 16:00:00,16,Wednesday,1,0,daytime,2019-01-02,187.0,162.0,8.0
41,2019-01-02 17,2019-01-02 17:00:00,17,Wednesday,1,0,daytime,2019-01-02,204.0,188.0,8.0
42,2019-01-02 18,2019-01-02 18:00:00,18,Wednesday,1,0,daytime,2019-01-02,309.0,227.0,12.0
43,2019-01-02 19,2019-01-02 19:00:00,19,Wednesday,1,0,daytime,2019-01-02,292.0,233.0,14.0
44,2019-01-02 20,2019-01-02 20:00:00,20,Wednesday,1,1,8pm - 12am,2019-01-02,248.0,210.0,14.0
45,2019-01-02 21,2019-01-02 21:00:00,21,Wednesday,1,1,8pm - 12am,2019-01-02,207.0,197.0,14.0
46,2019-01-02 22,2019-01-02 22:00:00,22,Wednesday,1,1,8pm - 12am,2019-01-02,180.0,170.0,5.0
47,2019-01-02 23,2019-01-02 23:00:00,23,Wednesday,1,1,8pm - 12am,2019-01-02,115.0,215.0,6.0
48,2019-01-03 00,2019-01-03 00:00:00,0,Thursday,1,2,12am - 4am,2019-01-03,102.0,144.0,6.0
49,2019-01-03 01,2019-01-03 01:00:00,1,Thursday,1,2,12am - 4am,2019-01-03,46.0,100.0,3.0
50,2019-01-03 02,2019-01-03 02:00:00,2,Thursday,1,2,12am - 4am,2019-01-03,38.0,51.0,1.0
51,2019-01-03 03,2019-01-03 03:00:00,3,Thursday,1,2,12am - 4am,2019-01-03,12.0,32.0,3.0
52,2019-01-03 04,2019-01-03 04:00:00,4,Thursday,1,0,daytime,2019-01-03,23.0,41.0,0.0
53,2019-01-03 05,2019-01-03 05:00:00,5,Thursday,1,0,daytime,2019-01-03,21.0,36.0,2.0
54,2019-01-03 06,2019-01-03 06:00:00,6,Thursday,1,0,daytime,2019-01-03,65.0,90.0,1.0
55,2019-01-03 07,2019-01-03 07:00:00,7,Thursday,1,0,daytime,2019-01-03,51.0,115.0,1.0
56,2019-01-03 08,2019-01-03 08:00:00,8,Thursday,1,0,daytime,2019-01-03,95.0,152.0,2.0
57,2019-01-03 09,2019-01-03 09:00:00,9,Thursday,1,0,daytime,2019-01-03,148.0,174.0,9.0
58,2019-01-03 10,2019-01-03 10:00:00,10,Thursday,1,0,daytime,2019-01-03,149.0,108.0,1.0
59,2019-01-03 11,2019-01-03 11:00:00,11,Thursday,1,0,daytime,2019-01-03,123.0,122.0,7.0
60,2019-01-03 12,2019-01-03 12:00:00,12,Thursday,1,0,daytime,2019-01-03,133.0,110.0,4.0
61,2019-01-03 13,2019-01-03 13:00:00,13,Thursday,1,0,daytime,2019-01-03,129.0,137.0,9.0
62,2019-01-03 14,2019-01-03 14:00:00,14,Thursday,1,0,daytime,2019-01-03,121.0,130.0,6.0
63,2019-01-03 15,2019-01-03 15:00:00,15,Thursday,1,0,daytime,2019-01-03,148.0,137.0,15.0
64,2019-01-03 16,2019-01-03 16:00:00,16,Thursday,1,0,daytime,2019-01-03,170.0,141.0,9.0
65,2019-01-03 17,2019-01-03 17:00:00,17,Thursday,1,0,daytime,2019-01-03,195.0,165.0,13.0
66,2019-01-03 18,2019-01-03 18:00:00,18,Thursday,1,0,daytime,2019-01-03,324.0,210.0,10.0
67,2019-01-03 19,2019-01-03 19:00:00,19,Thursday,1,0,daytime,2019-01-03,288.0,251.0,12.0
68,2019-01-03 20,2019-01-03 20:00:00,20,Thursday,1,1,8pm - 12am,2019-01-03,304.0,236.0,10.0
69,2019-01-03 21,2019-01-03 21:00:00,21,Thursday,1,1,8pm - 12am,2019-01-03,245.0,251.0,10.0
70,2019-01-03 22,2019-01-03 22:00:00,22,Thursday,1,1,8pm - 12am,2019-01-03,211.0,225.0,10.0
71,2019-01-03 23,2019-01-03 23:00:00,23,Thursday,1,1,8pm - 12am,2019-01-03,158.0,255.0,12.0
72,2019-01-04 00,2019-01-04 00:00:00,0,Friday,1,2,12am - 4am,2019-01-04,129.0,251.0,3.0
73,2019-01-04 01,2019-01-04 01:00:00,1,Friday,1,2,12am - 4am,2019-01-04,58.0,122.0,2.0
74,2019-01-04 02,2019-01-04 02:00:00,2,Friday,1,2,12am - 4am,2019-01-04,34.0,65.0,2.0
75,2019-01-04 03,2019-01-04 03:00:00,3,Friday,1,2,12am - 4am,2019-01-04,25.0,41.0,1.0
76,2019-01-04 04,2019-01-04 04:00:00,4,Friday,1,0,daytime,2019-01-04,19.0,41.0,0.0
77,2019-01-04 05,2019-01-04 05:00:00,5,Friday,1,0,daytime,2019-01-04,26.0,48.0,0.0
78,2019-01-04 06,2019-01-04 06:00:00,6,Friday,1,0,daytime,2019-01-04,69.0,74.0,0.0
79,2019-01-04 07,2019-01-04 07:00:00,7,Friday,1,0,daytime,2019-01-04,69.0,151.0,4.0
80,2019-01-04 08,2019-01-04 08:00:00,8,Friday,1,0,daytime,2019-01-04,115.0,180.0,7.0
81,2019-01-04 09,2019-01-04 09:00:00,9,Friday,1,0,daytime,2019-01-04,145.0,154.0,10.0
82,2019-01-04 10,2019-01-04 10:00:00,10,Friday,1,0,daytime,2019-01-04,167.0,123.0,5.0
83,2019-01-04 11,2019-01-04 11:00:00,11,Friday,1,0,daytime,2019-01-04,160.0,143.0,4.0
84,2019-01-04 12,2019-01-04 12:00:00,12,Friday,1,0,daytime,2019-01-04,154.0,111.0,7.0
85,2019-01-04 13,2019-01-04 13:00:00,13,Friday,1,0,daytime,2019-01-04,160.0,162.0,6.0
86,2019-01-04 14,2019-01-04 14:00:00,14,Friday,1,0,daytime,2019-01-04,164.0,162.0,5.0
87,2019-01-04 15,2019-01-04 15:00:00,15,Friday,1,0,daytime,2019-01-04,174.0,157.0,11.0
88,2019-01-04 16,2019-01-04 16:00:00,16,Friday,1,0,daytime,2019-01-04,192.0,177.0,15.0
89,2019-01-04 17,2019-01-04 17:00:00,17,Friday,1,0,daytime,2019-01-04,225.0,169.0,9.0
90,2019-01-04 18,2019-01-04 18:00:00,18,Friday,1,0,daytime,2019-01-04,370.0,252.0,16.0
91,2019-01-04 19,2019-01-04 19:00:00,19,Friday,1,0,daytime,2019-01-04,369.0,317.0,17.0
92,2019-01-04 20,2019-01-04 20:00:00,20,Friday,1,1,8pm - 12am,2019-01-04,422.0,306.0,22.0
93,2019-01-04 21,2019-01-04 21:00:00,21,Friday,1,1,8pm - 12am,2019-01-04,375.0,288.0,15.0
94,2019-01-04 22,2019-01-04 22:00:00,22,Friday,1,1,8pm - 12am,2019-01-04,382.0,372.0,12.0
95,2019-01-04 23,2019-01-04 23:00:00,23,Friday,1,1,8pm - 12am,2019-01-04,396.0,472.0,10.0
96,2019-01-05 00,2019-01-05 00:00:00,0,Saturday,1,2,12am - 4am,2019-01-05,321.0,495.0,18.0
97,2019-01-05 01,2019-01-05 01:00:00,1,Saturday,1,2,12am - 4am,2019-01-05,230.0,439.0,19.0
98,2019-01-05 02,2019-01-05 02:00:00,2,Saturday,1,2,12am - 4am,2019-01-05,171.0,407.0,13.0
99,2019-01-05 03,2019-01-05 03:00:00,3,Saturday,1,2,12am - 4am,2019-01-05,87.0,227.0,2.0
100,2019-01-05 04,2019-01-05 04:00:00,4,Saturday,1,0,daytime,2019-01-05,61.0,112.0,3.0
101,2019-01-05 05,2019-01-05 05:00:00,5,Saturday,1,0,daytime,2019-01-05,33.0,49.0,0.0
102,2019-01-05 06,2019-01-05 06:00:00,6,Saturday,1,0,daytime,2019-01-05,60.0,52.0,1.0
103,2019-01-05 07,2019-01-05 07:00:00,7,Saturday,1,0,daytime,2019-01-05,76.0,57.0,1.0
104,2019-01-05 08,2019-01-05 08:00:00,8,Saturday,1,0,daytime,2019-01-05,125.0,86.0,0.0
105,2019-01-05 09,2019-01-05 09:00:00,9,Saturday,1,0,daytime,2019-01-05,185.0,142.0,3.0
106,2019-01-05 10,2019-01-05 10:00:00,10,Saturday,1,0,daytime,2019-01-05,286.0,203.0,17.0
107,2019-01-05 11,2019-01-05 11:00:00,11,Saturday,1,0,daytime,2019-01-05,364.0,246.0,20.0
108,2019-01-05 12,2019-01-05 12:00:00,12,Saturday,1,0,daytime,2019-01-05,346.0,279.0,17.0
109,2019-01-05 13,2019-01-05 13:00:00,13,Saturday,1,0,daytime,2019-01-05,428.0,318.0,19.0
110,2019-01-05 14,2019-01-05 14:00:00,14,Saturday,1,0,daytime,2019-01-05,389.0,292.0,16.0
111,2019-01-05 15,2019-01-05 15:00:00,15,Saturday,1,0,daytime,2019-01-05,484.0,421.0,37.0
112,2019-01-05 16,2019-01-05 16:00:00,16,Saturday,1,0,daytime,2019-01-05,432.0,482.0,36.0
113,2019-01-05 17,2019-01-05 17:00:00,17,Saturday,1,0,daytime,2019-01-05,469.0,465.0,32.0
114,2019-01-05 18,2019-01-05 18:00:00,18,Saturday,1,0,daytime,2019-01-05,577.0,507.0,22.0
115,2019-01-05 19,2019-01-05 19:00:00,19,Saturday,1,0,daytime,2019-01-05,571.0,509.0,28.0
116,2019-01-05 20,2019-01-05 20:00:00,20,Saturday,1,1,8pm - 12am,2019-01-05,609.0,422.0,28.0
117,2019-01-05 21,2019-01-05 21:00:00,21,Saturday,1,1,8pm - 12am,2019-01-05,463.0,434.0,31.0
118,2019-01-05 22,2019-01-05 22:00:00,22,Saturday,1,1,8pm - 12am,2019-01-05,511.0,488.0,32.0
119,2019-01-05 23,2019-01-05 23:00:00,23,Saturday,1,1,8pm - 12am,2019-01-05,482.0,655.0,22.0
120,2019-01-06 00,2019-01-06 00:00:00,0,Sunday,1,2,12am - 4am,2019-01-06,462.0,698.0,13.0
121,2019-01-06 01,2019-01-06 01:00:00,1,Sunday,1,2,12am - 4am,2019-01-06,308.0,646.0,14.0
122,2019-01-06 02,2019-01-06 02:00:00,2,Sunday,1,2,12am - 4am,2019-01-06,198.0,477.0,15.0
123,2019-01-06 03,2019-01-06 03:00:00,3,Sunday,1,2,12am - 4am,2019-01-06,114.0,299.0,8.0
124,2019-01-06 04,2019-01-06 04:00:00,4,Sunday,1,0,daytime,2019-01-06,76.0,183.0,7.0
125,2019-01-06 05,2019-01-06 05:00:00,5,Sunday,1,0,daytime,2019-01-06,54.0,74.0,2.0
126,2019-01-06 06,2019-01-06 06:00:00,6,Sunday,1,0,daytime,2019-01-06,51.0,58.0,6.0
127,2019-01-06 07,2019-01-06 07:00:00,7,Sunday,1,0,daytime,2019-01-06,70.0,49.0,3.0
128,2019-01-06 08,2019-01-06 08:00:00,8,Sunday,1,0,daytime,2019-01-06,98.0,82.0,1.0
129,2019-01-06 09,2019-01-06 09:00:00,9,Sunday,1,0,daytime,2019-01-06,165.0,131.0,4.0
130,2019-01-06 10,2019-01-06 10:00:00,10,Sunday,1,0,daytime,2019-01-06,274.0,194.0,10.0
131,2019-01-06 11,2019-01-06 11:00:00,11,Sunday,1,0,daytime,2019-01-06,331.0,249.0,14.0
132,2019-01-06 12,2019-01-06 12:00:00,12,Sunday,1,0,daytime,2019-01-06,350.0,280.0,6.0
133,2019-01-06 13,2019-01-06 13:00:00,13,Sunday,1,0,daytime,2019-01-06,369.0,306.0,9.0
134,2019-01-06 14,2019-01-06 14:00:00,14,Sunday,1,0,daytime,2019-01-06,318.0,339.0,10.0
135,2019-01-06 15,2019-01-06 15:00:00,15,Sunday,1,0,daytime,2019-01-06,354.0,350.0,11.0
136,2019-01-06 16,2019-01-06 16:00:00,16,Sunday,1,0,daytime,2019-01-06,416.0,407.0,13.0
137,2019-01-06 17,2019-01-06 17:00:00,17,Sunday,1,0,daytime,2019-01-06,327.0,410.0,10.0
138,2019-01-06 18,2019-01-06 18:00:00,18,Sunday,1,0,daytime,2019-01-06,348.0,426.0,18.0
139,2019-01-06 19,2019-01-06 19:00:00,19,Sunday,1,0,daytime,2019-01-06,298.0,378.0,17.0
140,2019-01-06 20,2019-01-06 20:00:00,20,Sunday,1,1,8pm - 12am,2019-01-06,265.0,363.0,16.0
141,2019-01-06 21,2019-01-06 21:00:00,21,Sunday,1,1,8pm - 12am,2019-01-06,240.0,285.0,9.0
142,2019-01-06 22,2019-01-06 22:00:00,22,Sunday,1,1,8pm - 12am,2019-01-06,229.0,265.0,10.0
143,2019-01-06 23,2019-01-06 23:00:00,23,Sunday,1,1,8pm - 12am,2019-01-06,153.0,280.0,7.0
144,2019-01-07 00,2019-01-07 00:00:00,0,Monday,2,2,12am - 4am,2019-01-07,83.0,138.0,4.0
145,2019-01-07 01,2019-01-07 01:00:00,1,Monday,2,2,12am - 4am,2019-01-07,43.0,76.0,3.0
146,2019-01-07 02,2019-01-07 02:00:00,2,Monday,2,2,12am - 4am,2019-01-07,35.0,54.0,1.0
147,2019-01-07 03,2019-01-07 03:00:00,3,Monday,2,2,12am - 4am,2019-01-07,14.0,27.0,2.0
148,2019-01-07 04,2019-01-07 04:00:00,4,Monday,2,0,daytime,2019-01-07,16.0,37.0,0.0
149,2019-01-07 05,2019-01-07 05:00:00,5,Monday,2,0,daytime,2019-01-07,26.0,76.0,1.0
150,2019-01-07 06,2019-01-07 06:00:00,6,Monday,2,0,daytime,2019-01-07,56.0,131.0,3.0
151,2019-01-07 07,2019-01-07 07:00:00,7,Monday,2,0,daytime,2019-01-07,82.0,193.0,2.0
152,2019-01-07 08,2019-01-07 08:00:00,8,Monday,2,0,daytime,2019-01-07,126.0,203.0,4.0
153,2019-01-07 09,2019-01-07 09:00:00,9,Monday,2,0,daytime,2019-01-07,174.0,214.0,12.0
154,2019-01-07 10,2019-01-07 10:00:00,10,Monday,2,0,daytime,2019-01-07,138.0,130.0,6.0
155,2019-01-07 11,2019-01-07 11:00:00,11,Monday,2,0,daytime,2019-01-07,133.0,89.0,4.0
156,2019-01-07 12,2019-01-07 12:00:00,12,Monday,2,0,daytime,2019-01-07,121.0,124.0,4.0
157,2019-01-07 13,2019-01-07 13:00:00,13,Monday,2,0,daytime,2019-01-07,118.0,143.0,5.0
158,2019-01-07 14,2019-01-07 14:00:00,14,Monday,2,0,daytime,2019-01-07,125.0,119.0,11.0
159,2019-01-07 15,2019-01-07 15:00:00,15,Monday,2,0,daytime,2019-01-07,163.0,144.0,6.0
160,2019-01-07 16,2019-01-07 16:00:00,16,Monday,2,0,daytime,2019-01-07,189.0,144.0,8.0
161,2019-01-07 17,2019-01-07 17:00:00,17,Monday,2,0,daytime,2019-01-07,228.0,199.0,15.0
162,2019-01-07 18,2019-01-07 18:00:00,18,Monday,2,0,daytime,2019-01-07,314.0,251.0,16.0
163,2019-01-07 19,2019-01-07 19:00:00,19,Monday,2,0,daytime,2019-01-07,318.0,254.0,21.0
164,2019-01-07 20,2019-01-07 20:00:00,20,Monday,2,1,8pm - 12am,2019-01-07,270.0,250.0,19.0
165,2019-01-07 21,2019-01-07 21:00:00,21,Monday,2,1,8pm - 12am,2019-01-07,230.0,230.0,16.0
166,2019-01-07 22,2019-01-07 22:00:00,22,Monday,2,1,8pm - 12am,2019-01-07,218.0,231.0,13.0
167,2019-01-07 23,2019-01-07 23:00:00,23,Monday,2,1,8pm - 12am,2019-01-07,154.0,198.0,11.0
168,2019-01-08 00,2019-01-08 00:00:00,0,Tuesday,2,2,12am - 4am,2019-01-08,86.0,152.0,3.0
169,2019-01-08 01,2019-01-08 01:00:00,1,Tuesday,2,2,12am - 4am,2019-01-08,50.0,73.0,2.0
170,2019-01-08 02,2019-01-08 02:00:00,2,Tuesday,2,2,12am - 4am,2019-01-08,24.0,52.0,1.0
171,2019-01-08 03,2019-01-08 03:00:00,3,Tuesday,2,2,12am - 4am,2019-01-08,16.0,27.0,0.0
172,2019-01-08 04,2019-01-08 04:00:00,4,Tuesday,2,0,daytime,2019-01-08,11.0,43.0,1.0
173,2019-01-08 05,2019-01-08 05:00:00,5,Tuesday,2,0,daytime,2019-01-08,40.0,51.0,2.0
174,2019-01-08 06,2019-01-08 06:00:00,6,Tuesday,2,0,daytime,2019-01-08,74.0,114.0,8.0
175,2019-01-08 07,2019-01-08 07:00:00,7,Tuesday,2,0,daytime,2019-01-08,58.0,144.0,4.0
176,2019-01-08 08,2019-01-08 08:00:00,8,Tuesday,2,0,daytime,2019-01-08,124.0,190.0,13.0
177,2019-01-08 09,2019-01-08 09:00:00,9,Tuesday,2,0,daytime,2019-01-08,167.0,174.0,9.0
178,2019-01-08 10,2019-01-08 10:00:00,10,Tuesday,2,0,daytime,2019-01-08,157.0,129.0,9.0
179,2019-01-08 11,2019-01-08 11:00:00,11,Tuesday,2,0,daytime,2019-01-08,116.0,109.0,4.0
180,2019-01-08 12,2019-01-08 12:00:00,12,Tuesday,2,0,daytime,2019-01-08,131.0,123.0,9.0
181,2019-01-08 13,2019-01-08 13:00:00,13,Tuesday,2,0,daytime,2019-01-08,141.0,112.0,4.0
182,2019-01-08 14,2019-01-08 14:00:00,14,Tuesday,2,0,daytime,2019-01-08,124.0,121.0,4.0
183,2019-01-08 15,2019-01-08 15:00:00,15,Tuesday,2,0,daytime,2019-01-08,146.0,119.0,7.0
184,2019-01-08 16,2019-01-08 16:00:00,16,Tuesday,2,0,daytime,2019-01-08,153.0,122.0,5.0
185,2019-01-08 17,2019-01-08 17:00:00,17,Tuesday,2,0,daytime,2019-01-08,223.0,152.0,5.0
186,2019-01-08 18,2019-01-08 18:00:00,18,Tuesday,2,0,daytime,2019-01-08,331.0,211.0,11.0
187,2019-01-08 19,2019-01-08 19:00:00,19,Tuesday,2,0,daytime,2019-01-08,316.0,233.0,9.0
188,2019-01-08 20,2019-01-08 20:00:00,20,Tuesday,2,1,8pm - 12am,2019-01-08,301.0,238.0,11.0
189,2019-01-08 21,2019-01-08 21:00:00,21,Tuesday,2,1,8pm - 12am,2019-01-08,241.0,294.0,8.0
190,2019-01-08 22,2019-01-08 22:00:00,22,Tuesday,2,1,8pm - 12am,2019-01-08,192.0,246.0,9.0
191,2019-01-08 23,2019-01-08 23:00:00,23,Tuesday,2,1,8pm - 12am,2019-01-08,172.0,247.0,17.0
192,2019-01-09 00,2019-01-09 00:00:00,0,Wednesday,2,2,12am - 4am,2019-01-09,113.0,182.0,6.0
193,2019-01-09 01,2019-01-09 01:00:00,1,Wednesday,2,2,12am - 4am,2019-01-09,69.0,75.0,1.0
194,2019-01-09 02,2019-01-09 02:00:00,2,Wednesday,2,2,12am - 4am,2019-01-09,24.0,49.0,4.0
195,2019-01-09 03,2019-01-09 03:00:00,3,Wednesday,2,2,12am - 4am,2019-01-09,19.0,25.0,0.0
196,2019-01-09 04,2019-01-09 04:00:00,4,Wednesday,2,0,daytime,2019-01-09,15.0,41.0,1.0
197,2019-01-09 05,2019-01-09 05:00:00,5,Wednesday,2,0,daytime,2019-01-09,35.0,56.0,1.0
198,2019-01-09 06,2019-01-09 06:00:00,6,Wednesday,2,0,daytime,2019-01-09,80.0,97.0,1.0
199,2019-01-09 07,2019-01-09 07:00:00,7,Wednesday,2,0,daytime,2019-01-09,71.0,156.0,3.0
200,2019-01-09 08,2019-01-09 08:00:00,8,Wednesday,2,0,daytime,2019-01-09,108.0,204.0,9.0
201,2019-01-09 09,2019-01-09 09:00:00,9,Wednesday,2,0,daytime,2019-01-09,151.0,208.0,11.0
202,2019-01-09 10,2019-01-09 10:00:00,10,Wednesday,2,0,daytime,2019-01-09,159.0,137.0,4.0
203,2019-01-09 11,2019-01-09 11:00:00,11,Wednesday,2,0,daytime,2019-01-09,144.0,128.0,6.0
204,2019-01-09 12,2019-01-09 12:00:00,12,Wednesday,2,0,daytime,2019-01-09,141.0,122.0,9.0
205,2019-01-09 13,2019-01-09 13:00:00,13,Wednesday,2,0,daytime,2019-01-09,124.0,140.0,4.0
206,2019-01-09 14,2019-01-09 14:00:00,14,Wednesday,2,0,daytime,2019-01-09,138.0,163.0,8.0
207,2019-01-09 15,2019-01-09 15:00:00,15,Wednesday,2,0,daytime,2019-01-09,148.0,121.0,7.0
208,2019-01-09 16,2019-01-09 16:00:00,16,Wednesday,2,0,daytime,2019-01-09,171.0,139.0,11.0
209,2019-01-09 17,2019-01-09 17:00:00,17,Wednesday,2,0,daytime,2019-01-09,234.0,178.0,12.0
210,2019-01-09 18,2019-01-09 18:00:00,18,Wednesday,2,0,daytime,2019-01-09,348.0,245.0,17.0
211,2019-01-09 19,2019-01-09 19:00:00,19,Wednesday,2,0,daytime,2019-01-09,348.0,293.0,16.0
212,2019-01-09 20,2019-01-09 20:00:00,20,Wednesday,2,1,8pm - 12am,2019-01-09,349.0,282.0,20.0
213,2019-01-09 21,2019-01-09 21:00:00,21,Wednesday,2,1,8pm - 12am,2019-01-09,315.0,309.0,14.0
214,2019-01-09 22,2019-01-09 22:00:00,22,Wednesday,2,1,8pm - 12am,2019-01-09,268.0,325.0,12.0
215,2019-01-09 23,2019-01-09 23:00:00,23,Wednesday,2,1,8pm - 12am,2019-01-09,198.0,300.0,16.0
216,2019-01-10 00,2019-01-10 00:00:00,0,Thursday,2,2,12am - 4am,2019-01-10,136.0,204.0,3.0
217,2019-01-10 01,2019-01-10 01:00:00,1,Thursday,2,2,12am - 4am,2019-01-10,53.0,114.0,2.0
218,2019-01-10 02,2019-01-10 02:00:00,2,Thursday,2,2,12am - 4am,2019-01-10,44.0,52.0,1.0
219,2019-01-10 03,2019-01-10 03:00:00,3,Thursday,2,2,12am - 4am,2019-01-10,18.0,38.0,1.0
220,2019-01-10 04,2019-01-10 04:00:00,4,Thursday,2,0,daytime,2019-01-10,12.0,31.0,0.0
221,2019-01-10 05,2019-01-10 05:00:00,5,Thursday,2,0,daytime,2019-01-10,37.0,72.0,1.0
222,2019-01-10 06,2019-01-10 06:00:00,6,Thursday,2,0,daytime,2019-01-10,78.0,109.0,0.0
223,2019-01-10 07,2019-01-10 07:00:00,7,Thursday,2,0,daytime,2019-01-10,75.0,181.0,5.0
224,2019-01-10 08,2019-01-10 08:00:00,8,Thursday,2,0,daytime,2019-01-10,184.0,328.0,17.0
225,2019-01-10 09,2019-01-10 09:00:00,9,Thursday,2,0,daytime,2019-01-10,184.0,203.0,13.0
226,2019-01-10 10,2019-01-10 10:00:00,10,Thursday,2,0,daytime,2019-01-10,172.0,128.0,5.0
227,2019-01-10 11,2019-01-10 11:00:00,11,Thursday,2,0,daytime,2019-01-10,139.0,124.0,10.0
228,2019-01-10 12,2019-01-10 12:00:00,12,Thursday,2,0,daytime,2019-01-10,149.0,150.0,8.0
229,2019-01-10 13,2019-01-10 13:00:00,13,Thursday,2,0,daytime,2019-01-10,120.0,126.0,10.0
230,2019-01-10 14,2019-01-10 14:00:00,14,Thursday,2,0,daytime,2019-01-10,146.0,130.0,9.0
231,2019-01-10 15,2019-01-10 15:00:00,15,Thursday,2,0,daytime,2019-01-10,153.0,145.0,9.0
232,2019-01-10 16,2019-01-10 16:00:00,16,Thursday,2,0,daytime,2019-01-10,198.0,160.0,7.0
233,2019-01-10 17,2019-01-10 17:00:00,17,Thursday,2,0,daytime,2019-01-10,246.0,226.0,10.0
